"pinyinnum","pinyintone","pinyinnone","traditional","simplified","MC","OC","radsup","morph","variant","Kroll","zdic","note"
"ya1~ya1","yā~yā","ya~ya","啞啞","哑哑","'ae~'ae","*ʔˤraʔ~*ʔˤraʔ","口","RED","NA","onom. of a daw's or crow's cry, ca-caw!","狀聲詞：(1)​ 形容小兒學語聲。唐．于鵠．古詞三首之二：「新長青絲髮，啞啞言語黠。」聊齋志異．卷二．口技：「小兒啞啞，貓貓唔唔。」(2)​ 形容鳥鳴聲。淮南子．原道：「故夫烏之啞啞，鵲之唶唶，豈嘗為寒暑燥溼，變其聲哉。」唐．白居易．慈烏夜啼詩：「慈烏失其母，啞啞吐哀音。」(3)​ 形容車聲。宋．陸游．滄灘詩：「嘔嘔啞啞車轉急，舟人已在沙際立。」狀聲詞。形容笑聲。易經．震卦．初九：「震來虩虩，後笑言啞啞，吉。」清．張爾岐．蒿庵集．卷一：「今夫人生而呱呱以啼，啞啞以笑。」","NA"
"ya3~ya3","yǎ~yǎ","ya~ya","啞啞","哑哑","'aeX~'aeX","*ʔˤraʔ~*ʔˤraʔ","口","RED","NA","gibber-jabber","狀聲詞：(1)​ 形容小兒學語聲。唐．于鵠．古詞三首之二：「新長青絲髮，啞啞言語黠。」聊齋志異．卷二．口技：「小兒啞啞，貓貓唔唔。」(2)​ 形容鳥鳴聲。淮南子．原道：「故夫烏之啞啞，鵲之唶唶，豈嘗為寒暑燥溼，變其聲哉。」唐．白居易．慈烏夜啼詩：「慈烏失其母，啞啞吐哀音。」(3)​ 形容車聲。宋．陸游．滄灘詩：「嘔嘔啞啞車轉急，舟人已在沙際立。」狀聲詞。形容笑聲。易經．震卦．初九：「震來虩虩，後笑言啞啞，吉。」清．張爾岐．蒿庵集．卷一：「今夫人生而呱呱以啼，啞啞以笑。」","NA"
"yong2~yong2","yóng~yóng","yong~yong","喁喁","喁喁","ngjowng~ngjowng","NA~NA","口","RED","喁喁, 顒顒, 顒然","eagerly expectant; answerin agreement, be in tune with, jibe with; chime in compliantly; accompany","低語聲。聊齋志異．卷二．聶小倩：「聞舍北喁喁，如有家口。」眾人向慕的樣子。史記．卷一一七．司馬相如傳：「延頸舉踵，喁喁然皆爭歸義。」三國志．卷三十五．蜀書．諸葛亮傳：「天下英雄喁喁，冀有所望。如不從議者，士大夫各歸求主，無為從公也。」","NA"
"nan2~nan2","nán~nán","nan~nan","喃喃","喃喃","neam~neam","NA~NA","口","RED","NA","nam-nam, onom. of  whispering; also, (med.) of reading aloud in a murmur, mutter; also, (med.) of gabbling birds","狀聲詞：(1)​ 形容低聲說話的聲音。如：「喃喃細語」。元．楊訥．西游記．第十三齣：「吃得醉薰酣，語喃喃。」(2)​ 形容讀書的聲音。全唐詩．卷八○六．寒山詩：「仙書一兩卷，樹下讀喃喃。」","NA"
"jie1~jie1","jiē~jiē","jie~jie","喈喈","喈喈","keaj~keaj","*kˤrəj~*kˤrəj","口","RED","NA","onom. Bird calls; onom. Harmonious music; onom. Brisk brushing of wind","狀聲詞：(1)​ 形容和諧的鐘鼓聲。詩經．小雅．鼓鐘：「鼓鐘喈喈，淮水湝湝，憂心且悲。」(2)​ 形容鳥鳴聲。詩經．周南．葛覃：「黃鳥于飛，集于灌木，其鳴喈喈。」(3)​ 形容鸞鈴聲。詩經．大雅．蒸民：「四牡騤騤，八鸞喈喈。」","NA"
"die2~die2","dié~dié","die~die","喋喋","喋喋","deap~deap","NA~NA","口","RED","諜諜","chatty; rambling","多話的樣子。史記．卷一一○．匈奴傳：「嗟土室之人，顧無多辭，令喋喋而佔佔，冠固何當？」聊齋志異．卷三．連瑣：「所言伊何？乃已喋喋向人！」亦作「諜諜」。","NA"
"yao1~yao1","yāo~yāo","yao~yao","喓喓","喓喓","'jew~'jew","NA~NA","口","RED","NA","onom. of the stridulation of insects; shrilling, grating; heavy humming","狀聲詞。形容蟲鳴聲。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」","NA"
"chuan3~chuan3","chuǎn~chuǎn","chuan~chuan","喘喘","喘喘","tsyhwenX~tshywenX","*[tʰ]orʔ~*[tʰ]orʔ","口","RED","NA","huffing and puffing","NA","NA"
"xu3~xu3","xǔ~xǔ","xu~xu","喣喣","喣喣","xjuX~xjuX","NA~NA","火","RED","NA","kind(ly), amiable; (med.) cautious and careful","NA","radical support?"
"huang2~huang2","huáng~huáng","huang~huang","喤喤","喤喤","hwang~hwang","NA~NA","口","RED","NA","onom. Infant crying or bawling; onom. Tintinnabulation of bells","狀聲詞：(1)​ 形容小孩的啼哭聲。詩經．小雅．斯干：「乃生男子，載寢之床，載衣之裳，載弄之璋，其泣喤喤。」(2)​ 形容聲音洪亮而和諧。詩經．周頌．執競 :「鐘鼓喤喤，磬筦將將。」","NA"
"he4~he4","hè~hè","he~he","嗃嗃","嗃嗃","xaek~xaek","NA~NA","口","RED","NA","cruel and ruthless, grim and grisly","嚴肅冷酷的樣子。易經．家人卦．象曰：「家人嗃嗃，未失也；婦人嘻嘻，失家節也。」","嗃 he4 also xiao1 (MC xaew) or xiao4 (MC xaewH)"
"ge3~ge3","gě~gě","ge~ge","嗑嗑","嗑嗑","kap~kap","NA~NA","口","RED","NA","jabber, yap, prattle","多話的樣子。孔叢子．前集．儒服：「子路嗑嗑，尚飲十榼。」","ge3 also he2 (MC hjep) and xia1 (MC khaep)"
"chen1~chen1","chēn~chēn","chen~chen","嗔嗔","嗔嗔","den~den","NA~NA","口","RED","NA","onom. Drum beats","NA","NA"
"wu1~wu1","wū~wū","wu~wu","嗚嗚","呜呜","'u~'u","NA~NA","口","RED","NA","onom. Of melodious song; (med.) onom. of comforting: there, there","形容歡唱、呼叫的聲音。史記．卷八十七．李斯傳：「夫擊甕、叩缶、彈箏、搏髀，而歌呼嗚嗚快耳者，真秦之聲也。」形容低沉、幽怨的聲音。宋．蘇軾．赤壁賦：「其聲嗚嗚然，如怨如慕，如泣如訴。」狀聲詞。形容汽笛的聲音。如：「汽笛嗚嗚的響起，船就要開了。」","NA"
"ao2~ao2","áo~áo","ao~ao","嗷嗷","嗷嗷","ngaw~ngaw","NA~NA","口","RED","謷謷","hue and cry, raucous racket, brawling clamor; honking of geese and cranes； oh no!","狀聲詞：(1)​ 形容哀號聲。詩經．小雅．鴻鴈：「鴻鴈于飛，哀鳴嗷嗷。」宋．歐陽修．綠竹堂獨飲詩：「殘花不共一日看，東風送哭聲嗷嗷。」(2)​ 形容眾口嘈雜聲。漢書．卷三十六．楚元王劉交傳：「無罪無辜，讒口嗷嗷。」或作「熬熬」。","NA"
"cao2~cao2","cáo~cáo","cao~cao","嘈嘈","嘈嘈","dzaw~dzaw","NA~NA","口","RED","NA","dinned and deafened","聲音雜亂。唐．白居易．琵琶行：「大弦嘈嘈如急雨，小弦切切如私語。」喧鬧、吵鬧。兒女英雄傳．第十五回：「我今日遇見這等一個知己愚兄，就喝口酒，……竟跟著嘈嘈，又說這東西，怎麼犯脾溼。」","NA"
"jiao1~jiao1","jiāo~jiāo","jiao~jiao","嘐嘐","嘐嘐","kaew~kaew","NA~NA","口","RED","NA","onom. of cock's crow, cocoroo!","形容言語誇張、言行不一致。孟子．盡心下：「何以謂之狂也？曰：『其志嘐嘐然。』」","NA"
"xiao1~xiao1","xiāo~xiāo","xiao~xiao","嘐嘐","嘐嘐","xaew~xaew","NA~NA","口","RED","NA","talk magniloquently, vaunt, exaggerate, blow hard","形容言語誇張、言行不一致。孟子．盡心下：「何以謂之狂也？曰：『其志嘐嘐然。』」","NA"
"hui4~hui4","huì~huì","hui~hui","嘒嘒","嘒嘒","xwejH~xwejH","*qʷʰˤi[t]-s~*qʷʰˤi[t]-s","口","RED","NA","onom. Cicada; onom. Carriage grelots (chink chink); onom. Pipes or flutes shrilling and shrieking","狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」","NA"
"xu1~xu1","xū~xū","xu~xu","嘔嘔","呕呕","xju~xju","*qˤ(r)oʔ~*qˤ(r)oʔ","口","RED","NA","sweet and soothing, dulcet and pleasing, easily agreeable","和悅的樣子。史記．卷九十二．淮陰侯傳：「項王見人恭敬慈愛，言語嘔嘔。」","xu1 usually pronounced as ou1"
"ze2~ze2","zé~zé","ze~ze","嘖嘖","啧啧","tsreak~tsreak","NA~NA","口","RED","NA","twittering and chirping of birds, creaking of insects; clucking and chirking in approbation","狀聲詞：(1)​ 形容蟲鳥鳴叫聲。爾雅．釋鳥：「行雇唶唶，宵雇嘖嘖。」邢昺．疏：「唶唶、嘖嘖，鳥聲貌也。」初刻拍案驚奇．卷三：「那邊地方裡居民，家家蓄養蜈蚣，有大尺餘者，多放在枕畔或枕中，若有蛇至，蜈蚣便嘖嘖作聲。」(2)​ 形容咂嘴聲。表示讚嘆、驚奇。初刻拍案驚奇．卷六：「狄氏隨手就囊中取起來看，口裡嘖嘖道：『果然好珠！』」文明小史．第二十一回：「楊編修嘖嘖稱讚，說他輕了十年年紀。」形容爭相言語、議論。明史．卷二四五．周宗建傳：「近日政事，外廷嘖嘖，咸謂奧窔之中，莫可測識。」","NA"
"xiao1~xiao1","xiāo~xiāo","xiao~xiao","嘵嘵","哓哓","xew~xew","NA~NA","口","RED","NA","exclamation of fright: hyai","恐懼聲。詩經．豳風．鴟鴞：「予室翹翹，風雨所漂搖，予維音嘵嘵。」爭辯聲。唐．韓愈．重答張籍書：「擇其可語者誨之，猶時與吾悖，其聲嘵嘵。」多言的樣子。初刻拍案驚奇．卷一：「口中嘵嘵說：『悔氣！來得遲了。』」聊齋志異．卷十．胭脂：「彼嘵嘵者直以桎梏靜之，何怪覆盆之下多沉冤哉！」","NA"
"tan1~tan1","tān~tān","tan~tan","嘽嘽","嘽嘽","than~than","*tʰˤar~*tʰˤar","口","RED","NA","panting and snorting, exhausted and spent; unnumbered and legion, drawn-out in throngs","牲畜喘息的樣子。詩經．小雅．四牡：「四牡騑騑，嘽嘽駱馬。」舒暢喜樂的樣子。詩經．大雅．崧高：「申伯番番，既入于謝，徒御嘽嘽。」眾多。詩經．小雅．釆芑：「戎車嘽嘽，嘽嘽焞焞，如霆如雷。」","NA"
"zun3~zun3","zǔn~zǔn","zun~zun","噂噂","噂噂","tswonX~tswonX","NA~NA","口","RED","NA","confused chatter, jumbled babble, cross-talk","狀聲詞。形容吵雜聲。唐．盧照鄰．釋疾文．命曰：「霓為裳兮羽為旗，雷為車兮電為斾，噂噂兮上馳，遙遙兮橫厲。」相對傾談。漢．焦延壽．易林．卷一．乾之困：「噂噂所言，莫知我垣。」","NA"
"jiao1~jiao1","jiāo~jiāo","jiao~jiao","噍噍","噍噍","dzjew~dzjew","*[dz]ewk-s~*[dz]ewk-s","口","RED","NA","onom. Pheasant's cry","NA","噍 jiao1 (MC dzjew), jiu1 (MC tsjuw), jiao4 (dzjewH)"
"jiao4~jiao4","jiào~jiào","jiao~jiao","噭噭","噭噭","djewX","NA~NA","口","RED","NA","onom. High-pitched cry, like howling of gibbons or keening wail","狀聲詞：(1)​ 形容哭泣聲。莊子．至樂：「人且偃然寢於巨室，而我噭噭然，隨而哭之。」文選．潘岳．楊仲武誄：「慈母哀哀，慈母痛心疾首。噭噭同生，悽悽諸舅。」(2)​ 形容鳥獸鳴聲。文選．曹植．雜詩六首之三：「飛鳥遶樹翔，噭噭鳴索群。」唐．陳子昂．晚次樂鄉縣詩：「如何此時恨，噭噭夜猿鳴。」","NA"
"jie1~jie1","jiē~jiē","jie~jie","嚌嚌","哜哜","kej~kej","NA~NA","口","RED","NA","squawk and screech","狀聲詞：(1)​ 形容鳥獸的鳴叫聲。文選．班彪．北征賦：「雁邕邕以群翔兮，鵾雞鳴以嚌嚌。」(2)​ 形容管弦的淒切聲。漢．揚雄．太玄經．卷二．樂：「鐘鼓喈喈，管絃嚌嚌。」","嚌 jie1 also ji4 (MC dzejH)"
"ying1~ying1","yīng~yīng","ying~ying","嚶嚶","嘤嘤","'eang~'eang","NA~NA","口","RED","NA","onom. birdcall, crying of birds, wee-ang, wee-ang wawk","狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」","NA"
"ao2~ao2","áo~áo","ao~ao","囂囂","嚣嚣","ngaw~ngaw","*[ŋ]ˤaw~*[ŋ]ˤaw","NA","RED","NA","brawl and brouhaha; moiling mob; rife and riotous","無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」","radical support?"
"xiao1~xiao1","xiāo~xiāo","xiao~xiao","囂囂","嚣嚣","xjew~xjew","*[ŋ]ˤaw~*[ŋ]ˤaw","NA","RED","NA","well and fully pleased","無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」","radical support?"
"qun1~qun1","qūn~qūn","qun~qun","囷囷","囷囷","khwin~khwin","*kʰrun~*kʰrun","NA","RED","NA","(med.) twisting and turning, curved and winding","屈曲盤旋的樣子。唐．杜牧．阿房宮賦：「盤盤焉，囷囷焉，蜂房水渦矗，不知乎幾千萬落。」","radical support?"
"kan3~kan3","kǎn~kǎn","kan~kan","坎坎","坎坎","khomX~khomX","*[k]ʰˤomʔ~*[k]ʰˤomʔ","土","RED","NA","onom. Striking an object (drum, pan); onom. Drumming (high pitch and fast beat); also empty, sunk and pitted","擊鼓聲。詩經．小雅．伐木：「坎坎鼓我，蹲蹲舞我。」伐木聲。詩經．魏風．伐檀：「坎坎伐檀兮，寘之河之干兮。」不安的樣子。易經．坎卦：「六三，來之坎坎，險且枕。」空乏的樣子。漢．揚雄．太玄經．窮：「羹無糝，其腹坎坎。」不平。唐．柳宗元．弔屈原文：「哀余衷之坎坎兮，獨蘊憤而增傷。」高興、歡喜。爾雅．釋訓：「坎坎、蹲蹲，喜也。」","NA"
"tang2~tang2","táng~táng","tang~tang","堂堂","堂堂","dang~dang","*[d]ˤaŋ~*[d]ˤaŋ","NA","RED","NA","broad and limitless; large and lofty; massive and magnificent","形容人的容貌端正莊嚴。論語．子張：「堂堂乎張也，難與並為仁矣。」形容志氣宏大。宋．岳飛．題新淦古寺壁詩：「正氣堂堂貫斗牛，誓將貞節報君仇。」形容陣容或力量壯大。三國志．卷二十八．魏書．鍾會傳：「段谷、侯和沮傷之氣，難以敵堂堂之陳。」","NA"
"tian2~tian2","tián~tián","tian~tian","填填","填填","den~den","*[d]ˤi[n]~*[d]ˤi[n]","土","RED","NA","fully satisfied, completely content; onom. of sound of drums","NA","NA"
"zhen4~zhen4","zhèn~zhèn","zhen~zhen","填填","填填","trinH~trinH","*[d]ˤi[n]~*[d]ˤi[n]","土","RED","NA","grave and dignified, in formal manner","NA","zhen4 usually reads as tian2"
"mei2~mei2","méi~méi","mei~mei","塺塺","塺塺","mwoj~mwoj","*mˤaj-s~*mˤaj-s","土","RED","NA","drifting dust","NA","NA"
"yao1~yao1","yāo~yāo","yao~yao","夭夭","夭夭","'jew~'jew","*[ʔ](r)aw~*[ʔ](r)aw","夭","RED","NA","lush growth, luxuriant, unhindered abundance; relaxed and unruffled","少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」","NA"
"yan1~yan1","yān~yān","yan~yan","奄奄","奄奄","'jem~'jem","*ʔ(r)omʔ~*ʔ(r)omʔ","NA","RED","NA","(med.) weak(ly), faint(ly)","氣息微弱將絕。初刻拍案驚奇．卷十二：「老夫婦只生得此女，自從失去，幾番哭絕，至今奄奄不欲生。」","NA"
"huan4~huan4","huàn~huàn","huan~huan","奐奐","奂奂","xwanH~xwanH","NA~NA","大","RED","NA","bright, vibrant, vivid","NA","NA"
"qi4~qi4","qì~qì","qi~qi","契契","契契","khejH~khejH","*[kʰ]ˤet-s~*[kʰ]ˤet-s","大","RED","NA","separated far and long; sad and sorrowfol","憂苦。詩經．小雅．大東：「契契寤歎，哀我憚人。」晉．陶淵明．閑情賦：「改所願而必違，徒契契以苦心。」","radical support?"
"qu2~qu2","qú~qú","qu~qu","姁姁","姁姁","gju~gju","NA~NA","女","RED","NA","contentendly complacent; mild and moderate","喜悅自得的樣子。呂氏春秋．有始覽．諭大：「父子兄弟相與比周於一國，姁姁焉相樂也。」言語溫和親切。唐．柳宗元．段太尉逸事狀：「太尉為人姁姁，常低首拱手行步。」明．歸有光．先妣事略：「敦尚簡實，與人姁姁說村中語。」","NA"
"shan1~shan1","shān~shān","shan~shan","姍姍","姗姗","san~san","NA~NA","女","RED","NA","walk without haste, in a leisurely way, storll easily","NA","NA"
"suo1~suo1","suō~suō","suo~suo","娑娑","娑娑","sa~sa","*[s]ˤa[j]~*[s]ˤa[j]","女","RED","NA","flowing fullness","鬆散、飛揚的樣子。文選．張衡．思玄賦：「修初服之娑娑兮，長余佩之參參。」","NA"
"wei3~wei3","wěi~wěi","wei~wei","娓娓","娓娓","mj+jX~mj+jX","NA~NA","女","RED","亹亹, 娓娓","diligent, unstinting and tireless; handsomely shaped, beautifully formed","勤勉不倦的樣子，常用來形容談論不倦。如：「娓娓道來」、「娓娓動聽」。","NA"
"chuo4~chuo4","chuò~chuò","chuo~chuo","娖娖","娖娖","tsrhaewk~tsrhaewk","NA~NA","女","RED","齪齪","painstakingly precise","誠實的樣子。史記．卷九十六．張丞相傳：「娖娖廉謹，為丞相備員而已。」遼史．卷一○二．蕭奉先等傳．論曰：「嗚呼！天祚之所倚毗者若此，國欲不亡，得乎？張琳娖娖守位，余睹反覆自困，則又何足議哉！」","NA"
